#EXPORTTYPE:DATA ALL 
#FILE:MoC desorb Ar 1000C 20Kpm.ngb-sss 
#FORMAT:NETZSCH5 
#FTYPE:ANSI 
#IDENTITY:desorb 1000C 
#DECIMAL:POINT 
#SEPARATOR:SEMICOLON 
#MTYPE:DSC 
#INSTRUMENT:NETZSCH STA 409C/CD 
#PROJECT: 
#DATE/TIME:06.07.2017 10:50 
#CORR. FILE: 
#TEMPCAL:TCALZERO.TCX 
#SENSITIVITY:SENSZERO.EXX 
#LABORATORY: 
#OPERATOR: 
#REMARK:MFC 2 S.P. = 60 SCCM (Ar)  MFC 3 S.P. = 20 SCCM (Ar) 
#SAMPLE:MoC SKN 2-14-3 
#SAMPLE MASS /mg:80.5 
#MATERIAL: 
#REFERENCE: 
#REFERENCE MASS /mg:0 
#TYPE OF CRUCIBLE:DSC/TG pan Al2O3 
#SAMPLE CRUCIBLE MASS /mg:166 
#REFERENCE CRUCIBLE MASS /mg:0 
#GAS 1:AIR(80/20) 
#FLOW RATE 1 /(ml/min):0 
#GAS 2:ARGON 
#FLOW RATE 2 /(ml/min):60 
#DSC RANGE /µV:5000 
#TG RANGE /mg:50000 
#TAU-R:--- 
#CORR. CODE:000 
#EXO:-1 
#RANGE:25.0°C....1000.0°C/-99.0....20.0K/min 
#SEGMENT:S1-3/3 
#SEG. 1:25.0°C/20.0(K/min)/1000.0°C 
#SEG. 2:1000.0°C/01:00/1000.0°C 
#SEG. 3:1000.0°C/99.0(K/min)/100.0°C 
 
##Temp./°C;Time/min;DSC/uV;Mass/%;Sensit./(uV/mW);Segment 
522.35999; 27.38000;     -41.30502; 97.81988;1.00000;1
522.78003; 27.40000;     -41.30752; 97.81988;1.00000;1
523.18903; 27.42000;     -41.31002; 97.81366;1.00000;1
523.61401; 27.44000;     -41.31252; 97.80745;1.00000;1
524.04102; 27.46000;     -41.30877; 97.80745;1.00000;1
524.45502; 27.48000;     -41.31627; 97.80124;1.00000;1
524.88202; 27.50000;     -41.31002; 97.79503;1.00000;1
525.30298; 27.52000;     -41.30877; 97.79503;1.00000;1
525.71802; 27.54000;     -41.30752; 97.78882;1.00000;1
526.13599; 27.56000;     -41.30252; 97.78261;1.00000;1
526.56000; 27.58000;     -41.30377; 97.78261;1.00000;1
526.97498; 27.60000;     -41.30252; 97.77640;1.00000;1
527.41699; 27.62000;     -41.29752; 97.77640;1.00000;1
527.82501; 27.64000;     -41.29752; 97.77019;1.00000;1
528.23798; 27.66000;     -41.29877; 97.77019;1.00000;1
528.66199; 27.68000;     -41.29502; 97.76398;1.00000;1
529.07001; 27.70000;     -41.28877; 97.76398;1.00000;1
529.48999; 27.72000;     -41.29377; 97.75776;1.00000;1
529.91699; 27.74000;     -41.28127; 97.75776;1.00000;1
530.34302; 27.76000;     -41.27877; 97.75155;1.00000;1
530.75800; 27.78000;     -41.26752; 97.74534;1.00000;1
531.17200; 27.80000;     -41.26627; 97.74534;1.00000;1
531.59198; 27.82000;     -41.25752; 97.73913;1.00000;1
532.01300; 27.84000;     -41.25127; 97.73913;1.00000;1
532.43402; 27.86000;     -41.24502; 97.73292;1.00000;1
532.85400; 27.88000;     -41.23877; 97.72671;1.00000;1
533.27600; 27.90000;     -41.23252; 97.72671;1.00000;1
533.68701; 27.92000;     -41.22627; 97.72050;1.00000;1
534.11700; 27.94000;     -41.21752; 97.72050;1.00000;1
534.53003; 27.96000;     -41.21127; 97.71429;1.00000;1
534.94501; 27.98000;     -41.20502; 97.71429;1.00000;1
535.36102; 28.00000;     -41.19252; 97.70807;1.00000;1
535.77802; 28.02000;     -41.18502; 97.70186;1.00000;1
536.19598; 28.04000;     -41.17877; 97.69565;1.00000;1
536.60901; 28.06000;     -41.16752; 97.69565;1.00000;1
537.03601; 28.08000;     -41.15877; 97.68944;1.00000;1
537.45599; 28.10000;     -41.15127; 97.68323;1.00000;1
537.87500; 28.12000;     -41.14377; 97.67702;1.00000;1
538.28699; 28.14000;     -41.13377; 97.67081;1.00000;1
538.70801; 28.16000;     -41.11752; 97.67081;1.00000;1
539.10999; 28.18000;     -41.10627; 97.66460;1.00000;1
539.53998; 28.20000;     -41.10127; 97.65839;1.00000;1
539.96100; 28.22000;     -41.09252; 97.65839;1.00000;1
540.37402; 28.24000;     -41.08252; 97.65217;1.00000;1
540.79199; 28.26000;     -41.06877; 97.64596;1.00000;1
541.21399; 28.28000;     -41.05877; 97.64596;1.00000;1
541.62299; 28.30000;     -41.05127; 97.63975;1.00000;1
542.04498; 28.32000;     -41.04377; 97.63354;1.00000;1
542.46198; 28.34000;     -41.03252; 97.62733;1.00000;1
542.88098; 28.36000;     -41.02252; 97.62733;1.00000;1
543.28900; 28.38000;     -41.01127; 97.62112;1.00000;1
543.71802; 28.40000;     -41.00502; 97.62112;1.00000;1
544.14398; 28.42000;     -40.99752; 97.61491;1.00000;1
544.54498; 28.44000;     -40.98377; 97.60870;1.00000;1
544.96100; 28.46000;     -40.97252; 97.60870;1.00000;1
545.38300; 28.48000;     -40.96502; 97.60248;1.00000;1
545.79102; 28.50000;     -40.95752; 97.60248;1.00000;1
546.21399; 28.52000;     -40.95002; 97.59627;1.00000;1
546.64301; 28.54000;     -40.94752; 97.59627;1.00000;1
547.06598; 28.56000;     -40.93752; 97.59006;1.00000;1
547.47803; 28.58000;     -40.93377; 97.58385;1.00000;1
547.89502; 28.60000;     -40.93002; 97.58385;1.00000;1
548.32800; 28.62000;     -40.92752; 97.57764;1.00000;1
548.74500; 28.64000;     -40.92377; 97.57143;1.00000;1
549.15399; 28.66000;     -40.91877; 97.57143;1.00000;1
549.59198; 28.68000;     -40.91877; 97.56522;1.00000;1
549.98999; 28.70000;     -40.92502; 97.55901;1.00000;1
550.41602; 28.72000;     -40.91877; 97.55901;1.00000;1
550.83801; 28.74000;     -40.92127; 97.55279;1.00000;1
551.26202; 28.76000;     -40.91627; 97.54658;1.00000;1
551.67798; 28.78000;     -40.91627; 97.54658;1.00000;1
552.10101; 28.80000;     -40.91502; 97.54037;1.00000;1
552.52399; 28.82000;     -40.91627; 97.54037;1.00000;1
552.94000; 28.84000;     -40.91377; 97.53416;1.00000;1
553.35999; 28.86000;     -40.91252; 97.53416;1.00000;1
553.77399; 28.88000;     -40.90752; 97.52795;1.00000;1
554.20099; 28.90000;     -40.89877; 97.52174;1.00000;1
554.61700; 28.92000;     -40.89502; 97.52174;1.00000;1
555.03302; 28.94000;     -40.88752; 97.51553;1.00000;1
555.45001; 28.96000;     -40.87502; 97.50932;1.00000;1
555.86798; 28.98000;     -40.86502; 97.50932;1.00000;1
556.29401; 29.00000;     -40.86127; 97.50311;1.00000;1
556.70203; 29.02000;     -40.84252; 97.49689;1.00000;1
557.13098; 29.04000;     -40.83252; 97.49689;1.00000;1
557.53699; 29.06000;     -40.80877; 97.49068;1.00000;1
557.94800; 29.08000;     -40.81002; 97.49068;1.00000;1
558.36798; 29.10000;     -40.78752; 97.48447;1.00000;1
558.79401; 29.12000;     -40.78127; 97.47826;1.00000;1
559.19800; 29.14000;     -40.76752; 97.47826;1.00000;1
559.62701; 29.16000;     -40.75127; 97.47205;1.00000;1
560.03497; 29.18000;     -40.74377; 97.46584;1.00000;1
560.46198; 29.20000;     -40.73627; 97.46584;1.00000;1
560.88300; 29.22000;     -40.72502; 97.45963;1.00000;1
561.28900; 29.24000;     -40.71002; 97.45342;1.00000;1
561.73199; 29.26000;     -40.70127; 97.44720;1.00000;1
562.13300; 29.28000;     -40.69252; 97.44720;1.00000;1
562.55603; 29.30000;     -40.68502; 97.44099;1.00000;1
562.96600; 29.32000;     -40.67252; 97.43478;1.00000;1
563.38702; 29.34000;     -40.66127; 97.43478;1.00000;1
563.80298; 29.36000;     -40.64752; 97.42857;1.00000;1
564.23102; 29.38000;     -40.63877; 97.42857;1.00000;1
564.63800; 29.40000;     -40.62877; 97.42236;1.00000;1
565.06702; 29.42000;     -40.61127; 97.41615;1.00000;1
565.47803; 29.44000;     -40.60252; 97.40994;1.00000;1
565.88702; 29.46000;     -40.59252; 97.40373;1.00000;1
566.31000; 29.48000;     -40.57877; 97.39752;1.00000;1
566.73602; 29.50000;     -40.57127; 97.39752;1.00000;1
567.15503; 29.52000;     -40.56127; 97.39130;1.00000;1
567.57800; 29.54000;     -40.54377; 97.38509;1.00000;1
567.99103; 29.56000;     -40.53627; 97.37888;1.00000;1
568.40802; 29.58000;     -40.52252; 97.37267;1.00000;1
568.83398; 29.60000;     -40.51627; 97.36646;1.00000;1
569.24902; 29.62000;     -40.51252; 97.36025;1.00000;1
569.66699; 29.64000;     -40.50627; 97.35404;1.00000;1
570.08398; 29.66000;     -40.49502; 97.35404;1.00000;1
570.50098; 29.68000;     -40.48377; 97.34783;1.00000;1
570.92603; 29.70000;     -40.47752; 97.33540;1.00000;1
571.34302; 29.72000;     -40.47002; 97.33540;1.00000;1
571.75897; 29.74000;     -40.45502; 97.32919;1.00000;1
572.18298; 29.76000;     -40.44877; 97.32298;1.00000;1
572.60498; 29.78000;     -40.43877; 97.31677;1.00000;1
573.02002; 29.80000;     -40.42877; 97.31056;1.00000;1
573.42902; 29.82000;     -40.42502; 97.31056;1.00000;1
573.86499; 29.84000;     -40.41002; 97.30435;1.00000;1
574.28198; 29.86000;     -40.40127; 97.29814;1.00000;1
574.69702; 29.88000;     -40.39502; 97.29814;1.00000;1
575.12201; 29.90000;     -40.38377; 97.29193;1.00000;1
575.53699; 29.92000;     -40.36627; 97.29193;1.00000;1
575.96100; 29.94000;     -40.35752; 97.28571;1.00000;1
576.36102; 29.96000;     -40.34502; 97.27950;1.00000;1
576.80103; 29.98000;     -40.33377; 97.27950;1.00000;1
577.22302; 30.00000;     -40.32127; 97.27329;1.00000;1
577.62799; 30.02000;     -40.30752; 97.26708;1.00000;1
578.04999; 30.04000;     -40.29627; 97.26708;1.00000;1
578.46899; 30.06000;     -40.27877; 97.26087;1.00000;1
578.88098; 30.08000;     -40.27127; 97.26087;1.00000;1
579.29901; 30.10000;     -40.25752; 97.25466;1.00000;1
579.72998; 30.12000;     -40.24502; 97.24845;1.00000;1
580.14600; 30.14000;     -40.22877; 97.24845;1.00000;1
580.55798; 30.16000;     -40.21377; 97.24224;1.00000;1
580.98798; 30.18000;     -40.20127; 97.23602;1.00000;1
581.40302; 30.20000;     -40.19252; 97.22981;1.00000;1
581.81897; 30.22000;     -40.17877; 97.22981;1.00000;1
582.23102; 30.24000;     -40.16627; 97.22360;1.00000;1
582.65100; 30.26000;     -40.15502; 97.21739;1.00000;1
583.07703; 30.28000;     -40.14877; 97.21118;1.00000;1
583.49200; 30.30000;     -40.13377; 97.20497;1.00000;1
583.91101; 30.32000;     -40.12252; 97.19876;1.00000;1
584.33502; 30.34000;     -40.10877; 97.19255;1.00000;1
584.76300; 30.36000;     -40.10127; 97.18634;1.00000;1
585.16901; 30.38000;     -40.08752; 97.18012;1.00000;1
585.59497; 30.40000;     -40.07752; 97.17391;1.00000;1
585.99799; 30.42000;     -40.05752; 97.16770;1.00000;1
586.43500; 30.44000;     -40.04502; 97.16149;1.00000;1
586.83801; 30.46000;     -40.02877; 97.15528;1.00000;1
587.26300; 30.48000;     -40.02002; 97.15528;1.00000;1
587.67999; 30.50000;     -40.00002; 97.14286;1.00000;1
588.10699; 30.52000;     -39.98877; 97.14286;1.00000;1
588.51898; 30.54000;     -39.97627; 97.13665;1.00000;1
588.95001; 30.56000;     -39.95877; 97.13043;1.00000;1
589.35602; 30.58000;     -39.94877; 97.12422;1.00000;1
589.77399; 30.60000;     -39.93002; 97.11801;1.00000;1
590.19299; 30.62000;     -39.91502; 97.11180;1.00000;1
590.61499; 30.64000;     -39.89877; 97.10559;1.00000;1
591.04303; 30.66000;     -39.88877; 97.09938;1.00000;1
591.45099; 30.68000;     -39.87377; 97.09317;1.00000;1
591.87000; 30.70000;     -39.85752; 97.09317;1.00000;1
592.29700; 30.72000;     -39.84252; 97.08696;1.00000;1
592.71002; 30.74000;     -39.83127; 97.08075;1.00000;1
593.13397; 30.76000;     -39.81502; 97.07453;1.00000;1
593.54700; 30.78000;     -39.80377; 97.06832;1.00000;1
593.96301; 30.80000;     -39.78377; 97.06211;1.00000;1
594.38501; 30.82000;     -39.77002; 97.06211;1.00000;1
594.80902; 30.84000;     -39.75752; 97.05590;1.00000;1
595.22998; 30.86000;     -39.74502; 97.04969;1.00000;1
595.65900; 30.88000;     -39.73252; 97.04348;1.00000;1
596.07703; 30.90000;     -39.71877; 97.04348;1.00000;1
596.49597; 30.92000;     -39.70127; 97.03727;1.00000;1
596.91602; 30.94000;     -39.69377; 97.03106;1.00000;1
597.34100; 30.96000;     -39.68377; 97.02484;1.00000;1
597.76398; 30.98000;     -39.67752; 97.01863;1.00000;1
598.19897; 31.00000;     -39.66877; 97.01242;1.00000;1
598.61200; 31.02000;     -39.66627; 97.00621;1.00000;1
599.03400; 31.04000;     -39.66002; 97.00000;1.00000;1
599.45697; 31.06000;     -39.64752; 96.99379;1.00000;1
599.87402; 31.08000;     -39.64252; 96.98758;1.00000;1
600.29700; 31.10000;     -39.63627; 96.98137;1.00000;1
600.71399; 31.12000;     -39.62627; 96.97516;1.00000;1
601.13397; 31.14000;     -39.61252; 96.96894;1.00000;1
601.56500; 31.16000;     -39.60127; 96.96894;1.00000;1
601.98297; 31.18000;     -39.58752; 96.96273;1.00000;1
602.40198; 31.20000;     -39.57752; 96.95652;1.00000;1
602.82300; 31.22000;     -39.57127; 96.95652;1.00000;1
603.24701; 31.24000;     -39.54877; 96.94410;1.00000;1
603.66602; 31.26000;     -39.53002; 96.94410;1.00000;1
604.09100; 31.28000;     -39.52002; 96.93789;1.00000;1
604.49500; 31.30000;     -39.49752; 96.93168;1.00000;1
604.93103; 31.32000;     -39.47252; 96.92547;1.00000;1
605.35199; 31.34000;     -39.45002; 96.91925;1.00000;1
605.77197; 31.36000;     -39.43002; 96.91925;1.00000;1
606.19397; 31.38000;     -39.40252; 96.91304;1.00000;1
606.60400; 31.40000;     -39.37877; 96.90683;1.00000;1
607.02197; 31.42000;     -39.35002; 96.90062;1.00000;1
607.43298; 31.44000;     -39.32627; 96.89441;1.00000;1
607.85199; 31.46000;     -39.29877; 96.88820;1.00000;1
608.27197; 31.48000;     -39.27002; 96.88199;1.00000;1
608.68597; 31.50000;     -39.23877; 96.88199;1.00000;1
609.10999; 31.52000;     -39.21627; 96.87578;1.00000;1
609.53003; 31.54000;     -39.17877; 96.86957;1.00000;1
609.94501; 31.56000;     -39.15877; 96.86335;1.00000;1
610.36401; 31.58000;     -39.13377; 96.85714;1.00000;1
610.79102; 31.60000;     -39.11002; 96.85093;1.00000;1
611.20898; 31.62000;     -39.08502; 96.84472;1.00000;1
611.63000; 31.64000;     -39.05502; 96.83851;1.00000;1
612.04102; 31.66000;     -39.04002; 96.83230;1.00000;1
612.46600; 31.68000;     -39.01627; 96.82609;1.00000;1
612.89203; 31.70000;     -38.99377; 96.82609;1.00000;1
613.31299; 31.72000;     -38.97377; 96.81988;1.00000;1
613.72198; 31.74000;     -38.95752; 96.81366;1.00000;1
614.13800; 31.76000;     -38.93127; 96.80745;1.00000;1
614.56702; 31.78000;     -38.90877; 96.80124;1.00000;1
614.97998; 31.80000;     -38.89377; 96.79503;1.00000;1
615.40198; 31.82000;     -38.86377; 96.79503;1.00000;1
615.81500; 31.84000;     -38.84002; 96.78882;1.00000;1
616.25000; 31.86000;     -38.81127; 96.78261;1.00000;1
616.65698; 31.88000;     -38.78752; 96.77640;1.00000;1
617.08301; 31.90000;     -38.76502; 96.77019;1.00000;1
617.48602; 31.92000;     -38.73377; 96.76398;1.00000;1
617.90698; 31.94000;     -38.69877; 96.75776;1.00000;1
618.31500; 31.96000;     -38.66252; 96.75155;1.00000;1
618.72302; 31.98000;     -38.62627; 96.74534;1.00000;1
619.14099; 32.00000;     -38.58377; 96.73913;1.00000;1
619.55603; 32.02000;     -38.53627; 96.73292;1.00000;1
619.96198; 32.04000;     -38.49627; 96.72671;1.00000;1
620.37097; 32.06000;     -38.45002; 96.72050;1.00000;1
620.79102; 32.08000;     -38.40627; 96.71429;1.00000;1
621.19299; 32.10000;     -38.36752; 96.70807;1.00000;1
621.60400; 32.12000;     -38.31627; 96.70807;1.00000;1
622.01501; 32.14000;     -38.27127; 96.70186;1.00000;1
622.43597; 32.16000;     -38.22627; 96.69565;1.00000;1
622.84302; 32.18000;     -38.17377; 96.68944;1.00000;1
623.26599; 32.20000;     -38.12877; 96.68323;1.00000;1
623.67102; 32.22000;     -38.08752; 96.67702;1.00000;1
624.08197; 32.24000;     -38.04502; 96.67081;1.00000;1
624.49500; 32.26000;     -38.00127; 96.66460;1.00000;1
624.90802; 32.28000;     -37.96127; 96.65839;1.00000;1
625.32098; 32.30000;     -37.92627; 96.65217;1.00000;1
625.73499; 32.32000;     -37.87752; 96.63975;1.00000;1
626.15601; 32.34000;     -37.85502; 96.63354;1.00000;1
626.56299; 32.36000;     -37.81252; 96.62733;1.00000;1
626.98102; 32.38000;     -37.78252; 96.62112;1.00000;1
627.39600; 32.40000;     -37.75252; 96.61491;1.00000;1
627.81403; 32.42000;     -37.72252; 96.60870;1.00000;1
628.22699; 32.44000;     -37.69002; 96.60248;1.00000;1
628.65399; 32.46000;     -37.66252; 96.59627;1.00000;1
629.06201; 32.48000;     -37.63377; 96.59006;1.00000;1
629.47101; 32.50000;     -37.61002; 96.58385;1.00000;1
629.88898; 32.52000;     -37.57502; 96.57764;1.00000;1
630.30103; 32.54000;     -37.54377; 96.57143;1.00000;1
630.72498; 32.56000;     -37.52002; 96.56522;1.00000;1
631.13501; 32.58000;     -37.49252; 96.55901;1.00000;1
631.56201; 32.60000;     -37.47252; 96.55279;1.00000;1
631.97198; 32.62000;     -37.44752; 96.54658;1.00000;1
632.38501; 32.64000;     -37.42002; 96.54658;1.00000;1
632.81000; 32.66000;     -37.39502; 96.54658;1.00000;1
633.22998; 32.68000;     -37.37002; 96.54037;1.00000;1
633.64801; 32.70000;     -37.34252; 96.53416;1.00000;1
634.06897; 32.72000;     -37.31877; 96.52795;1.00000;1
634.48102; 32.74000;     -37.29377; 96.52174;1.00000;1
634.90198; 32.76000;     -37.26252; 96.51553;1.00000;1
635.31097; 32.78000;     -37.23877; 96.50932;1.00000;1
635.72803; 32.80000;     -37.20377; 96.49689;1.00000;1
636.14301; 32.82000;     -37.18377; 96.48447;1.00000;1
636.56403; 32.84000;     -37.15627; 96.47826;1.00000;1
636.97400; 32.86000;     -37.11752; 96.47205;1.00000;1
637.38501; 32.88000;     -37.08752; 96.46584;1.00000;1
637.80200; 32.90000;     -37.04877; 96.45342;1.00000;1
638.22302; 32.92000;     -37.01502; 96.44721;1.00000;1
638.63599; 32.94000;     -36.97627; 96.43478;1.00000;1
639.05103; 32.96000;     -36.93877; 96.42857;1.00000;1
639.46698; 32.98000;     -36.90627; 96.42236;1.00000;1
639.88501; 33.00000;     -36.86627; 96.41615;1.00000;1
640.30200; 33.02000;     -36.82002; 96.40994;1.00000;1
640.72498; 33.04000;     -36.78002; 96.39752;1.00000;1
641.13300; 33.06000;     -36.73877; 96.39130;1.00000;1
641.53900; 33.08000;     -36.69502; 96.38509;1.00000;1
641.96002; 33.10000;     -36.65002; 96.37267;1.00000;1
642.36700; 33.12000;     -36.61502; 96.36646;1.00000;1
642.77698; 33.14000;     -36.58002; 96.36025;1.00000;1
643.20001; 33.16000;     -36.53627; 96.36025;1.00000;1
643.62000; 33.18000;     -36.49627; 96.35404;1.00000;1
644.03003; 33.20000;     -36.45127; 96.34783;1.00000;1
644.44800; 33.22000;     -36.40752; 96.34783;1.00000;1
644.86798; 33.24000;     -36.37127; 96.34161;1.00000;1
645.27301; 33.26000;     -36.32627; 96.34161;1.00000;1
645.69501; 33.28000;     -36.28252; 96.34161;1.00000;1
646.09601; 33.30000;     -36.23877; 96.33540;1.00000;1
646.52502; 33.32000;     -36.20127; 96.32919;1.00000;1
646.93597; 33.34000;     -36.16502; 96.32919;1.00000;1
647.34802; 33.36000;     -36.12002; 96.32298;1.00000;1
647.75500; 33.38000;     -36.08377; 96.31677;1.00000;1
648.17297; 33.40000;     -36.03752; 96.31056;1.00000;1
648.57098; 33.42000;     -35.98377; 96.30435;1.00000;1
648.98901; 33.44000;     -35.92877; 96.29814;1.00000;1
649.39398; 33.46000;     -35.87502; 96.29193;1.00000;1
649.81897; 33.48000;     -35.81877; 96.28571;1.00000;1
650.21698; 33.50000;     -35.76002; 96.27329;1.00000;1
650.62598; 33.52000;     -35.70627; 96.26708;1.00000;1
651.03900; 33.54000;     -35.65127; 96.26087;1.00000;1
651.43903; 33.56000;     -35.59127; 96.25466;1.00000;1
651.84698; 33.58000;     -35.53502; 96.24224;1.00000;1
652.26703; 33.60000;     -35.47752; 96.22981;1.00000;1
652.68103; 33.62000;     -35.42377; 96.21739;1.00000;1
653.08801; 33.64000;     -35.36752; 96.21118;1.00000;1
653.49500; 33.66000;     -35.31252; 96.19876;1.00000;1
653.89502; 33.68000;     -35.25752; 96.18634;1.00000;1
654.30701; 33.70000;     -35.20627; 96.17391;1.00000;1
654.72498; 33.72000;     -35.15127; 96.16770;1.00000;1
655.13000; 33.74000;     -35.10127; 96.16149;1.00000;1
655.53302; 33.76000;     -35.04502; 96.14907;1.00000;1
655.94897; 33.78000;     -34.99627; 96.14286;1.00000;1
656.37000; 33.80000;     -34.94502; 96.13665;1.00000;1
656.77399; 33.82000;     -34.89252; 96.13043;1.00000;1
657.17999; 33.84000;     -34.84877; 96.12422;1.00000;1
657.59900; 33.86000;     -34.80127; 96.11801;1.00000;1
658.01202; 33.88000;     -34.76002; 96.11180;1.00000;1
658.42200; 33.90000;     -34.70752; 96.10559;1.00000;1
658.83502; 33.92000;     -34.65877; 96.09317;1.00000;1
659.24902; 33.94000;     -34.61502; 96.08696;1.00000;1
659.65997; 33.96000;     -34.57377; 96.08075;1.00000;1
660.07397; 33.98000;     -34.52752; 96.07453;1.00000;1
660.50702; 34.00000;     -34.48502; 96.06832;1.00000;1
660.90802; 34.02000;     -34.44002; 96.06211;1.00000;1
661.31201; 34.04000;     -34.40377; 96.05590;1.00000;1
661.73102; 34.06000;     -34.37002; 96.04348;1.00000;1
662.16400; 34.08000;     -34.32252; 96.03727;1.00000;1
662.56702; 34.10000;     -34.28127; 96.02484;1.00000;1
662.97803; 34.12000;     -34.23752; 96.01863;1.00000;1
663.38599; 34.14000;     -34.20502; 96.01242;1.00000;1
663.79999; 34.16000;     -34.15752; 96.00621;1.00000;1
664.20697; 34.18000;     -34.10877; 96.00000;1.00000;1
664.62201; 34.20000;     -34.06002; 95.99379;1.00000;1
665.05200; 34.22000;     -34.01252; 95.98758;1.00000;1
665.44800; 34.24000;     -33.96002; 95.98137;1.00000;1
665.85602; 34.26000;     -33.90627; 95.97516;1.00000;1
666.27197; 34.28000;     -33.85502; 95.96894;1.00000;1
666.67902; 34.30000;     -33.80002; 95.96273;1.00000;1
667.09698; 34.32000;     -33.74127; 95.95652;1.00000;1
667.50299; 34.34000;     -33.68502; 95.94410;1.00000;1
667.90698; 34.36000;     -33.62752; 95.93789;1.00000;1
668.32001; 34.38000;     -33.57127; 95.93168;1.00000;1
668.72998; 34.40000;     -33.51752; 95.92547;1.00000;1
669.15503; 34.42000;     -33.46252; 95.91304;1.00000;1
669.54498; 34.44000;     -33.40002; 95.90062;1.00000;1
669.96301; 34.46000;     -33.34252; 95.89441;1.00000;1
670.37500; 34.48000;     -33.28252; 95.88199;1.00000;1
670.78497; 34.50000;     -33.22752; 95.86957;1.00000;1
671.20099; 34.52000;     -33.16627; 95.86335;1.00000;1
671.60498; 34.54000;     -33.10252; 95.85093;1.00000;1
672.02100; 34.56000;     -33.03752; 95.84472;1.00000;1
672.41803; 34.58000;     -32.98127; 95.83230;1.00000;1
672.83801; 34.60000;     -32.92377; 95.82609;1.00000;1
673.24902; 34.62000;     -32.86252; 95.81366;1.00000;1
673.65802; 34.64000;     -32.80377; 95.80745;1.00000;1
674.07703; 34.66000;     -32.74127; 95.80124;1.00000;1
674.48199; 34.68000;     -32.68752; 95.79503;1.00000;1
674.88800; 34.70000;     -32.62877; 95.78261;1.00000;1
675.30298; 34.72000;     -32.57127; 95.77640;1.00000;1
675.71503; 34.74000;     -32.51501; 95.77019;1.00000;1
676.12201; 34.76000;     -32.45877; 95.75776;1.00000;1
676.53198; 34.78000;     -32.40377; 95.75155;1.00000;1
676.94202; 34.80000;     -32.34252; 95.73913;1.00000;1
677.35797; 34.82000;     -32.29251; 95.73292;1.00000;1
677.76801; 34.84000;     -32.23376; 95.72671;1.00000;1
678.18500; 34.86000;     -32.18002; 95.71429;1.00000;1
678.58698; 34.88000;     -32.11752; 95.70807;1.00000;1
679.00702; 34.90000;     -32.06877; 95.69565;1.00000;1
679.41199; 34.92000;     -32.01252; 95.68944;1.00000;1
679.82098; 34.94000;     -31.95752; 95.68323;1.00000;1
680.23199; 34.96000;     -31.89752; 95.67081;1.00000;1
680.64301; 34.98000;     -31.83877; 95.65839;1.00000;1
681.05798; 35.00000;     -31.78002; 95.64596;1.00000;1
681.47198; 35.02000;     -31.72877; 95.63975;1.00000;1
681.88702; 35.04000;     -31.67127; 95.62112;1.00000;1
682.30298; 35.06000;     -31.61252; 95.61491;1.00000;1
682.71301; 35.08000;     -31.56002; 95.60248;1.00000;1
683.12903; 35.10000;     -31.48877; 95.59627;1.00000;1
683.54303; 35.12000;     -31.44252; 95.59006;1.00000;1
683.94598; 35.14000;     -31.37877; 95.57764;1.00000;1
684.35999; 35.16000;     -31.32001; 95.57143;1.00000;1
684.77100; 35.18000;     -31.25877; 95.56522;1.00000;1
685.19098; 35.20000;     -31.19876; 95.55280;1.00000;1
685.60901; 35.22000;     -31.14752; 95.54658;1.00000;1
686.01099; 35.24000;     -31.08377; 95.53416;1.00000;1
686.43402; 35.26000;     -31.02501; 95.52795;1.00000;1
686.85400; 35.28000;     -30.96626; 95.52174;1.00000;1
687.25598; 35.30000;     -30.91376; 95.50932;1.00000;1
687.68402; 35.32000;     -30.85252; 95.50311;1.00000;1
688.10303; 35.34000;     -30.79127; 95.49689;1.00000;1
688.50500; 35.36000;     -30.74002; 95.48447;1.00000;1
688.91699; 35.38000;     -30.69627; 95.47205;1.00000;1
689.33502; 35.40000;     -30.63127; 95.45963;1.00000;1
689.74902; 35.42000;     -30.57877; 95.45342;1.00000;1
690.16699; 35.44000;     -30.51252; 95.44099;1.00000;1
690.57703; 35.46000;     -30.45752; 95.42236;1.00000;1
690.99402; 35.48000;     -30.39627; 95.40994;1.00000;1
691.41199; 35.50000;     -30.34252; 95.39752;1.00000;1
691.82098; 35.52000;     -30.28127; 95.38509;1.00000;1
692.23602; 35.54000;     -30.22502; 95.37267;1.00000;1
692.64398; 35.56000;     -30.16376; 95.36025;1.00000;1
693.06299; 35.58000;     -30.09501; 95.35404;1.00000;1
693.47101; 35.60000;     -30.02626; 95.34161;1.00000;1
693.88702; 35.62000;     -29.96001; 95.33540;1.00000;1
694.28900; 35.64000;     -29.89627; 95.32919;1.00000;1
694.71198; 35.66000;     -29.82876; 95.32298;1.00000;1
695.12097; 35.68000;     -29.75627; 95.31677;1.00000;1
695.52502; 35.70000;     -29.68501; 95.30435;1.00000;1
695.95001; 35.72000;     -29.61752; 95.29193;1.00000;1
696.35901; 35.74000;     -29.55502; 95.28571;1.00000;1
696.76898; 35.76000;     -29.47502; 95.27329;1.00000;1
697.17798; 35.78000;     -29.40252; 95.26087;1.00000;1
697.59302; 35.80000;     -29.33251; 95.24845;1.00000;1
697.99597; 35.82000;     -29.26126; 95.24224;1.00000;1
698.40198; 35.84000;     -29.19251; 95.22981;1.00000;1
698.82703; 35.86000;     -29.11251; 95.21739;1.00000;1
